setup_code,setup_definition,high_lookback_days,leader,laggard,context_filter,trigger_code,trigger_definition,setup_idx,setup_date,trigger_idx,trigger_date,leader_strength_definition,laggard_definition,branch_id,direction,horizon_day,laggard_abs_return,leader_abs_return,excess_return
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2662,2016-08-01,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,2,0.00421405137537989,0.004973302508171962,-0.0007592511327920715
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2662,2016-08-01,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,3,0.007563356974042534,0.00926050426759284,-0.0016971472935503051
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2662,2016-08-01,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,4,0.0034574861436089677,0.0036870299295956865,-0.00022954378598671887
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2662,2016-08-01,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,5,0.005293960671381992,0.005488035641102673,-0.00019407496972068117
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2662,2016-08-01,2666.0,2016-08-05,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,1,0.00010789930621335486,-0.0011132376248300657,0.0012211369310434206
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2662,2016-08-01,2666.0,2016-08-05,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,0.00048534743377159906,0.0011988390102295465,-0.0007134915764579475
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2662,2016-08-01,2666.0,2016-08-05,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,-0.0007560929202498068,-0.0013700417810291743,0.0006139488607793675
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2662,2016-08-01,2666.0,2016-08-05,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,0.005613755585933022,0.0029114961401748296,0.0027022594457581928
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2662,2016-08-01,2666.0,2016-08-05,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,0.0034547722407196613,0.0035964470949170213,-0.00014167485419736003
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2666,2016-08-05,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,1,0.006374668347789658,0.004287411854577261,0.002087256493212397
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2666,2016-08-05,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,2,0.00421405137537989,0.004973302508171962,-0.0007592511327920715
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2666,2016-08-05,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,3,0.007563356974042534,0.00926050426759284,-0.0016971472935503051
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2666,2016-08-05,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,4,0.0034574861436089677,0.0036870299295956865,-0.00022954378598671887
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2666,2016-08-05,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,5,0.005293960671381992,0.005488035641102673,-0.00019407496972068117
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2666,2016-08-05,2670.0,2016-08-11,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,1,-0.002146930999323504,0.0006829625120243765,-0.0028298935113478807
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2666,2016-08-05,2670.0,2016-08-11,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,0.0011811591285424416,0.004951861742279462,-0.0037707026137370203
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2666,2016-08-05,2670.0,2016-08-11,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,-0.0028987039280011784,-0.0005978188294453179,-0.0023008850985558604
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2666,2016-08-05,2670.0,2016-08-11,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,-0.0010738621612782495,0.001195498193398814,-0.0022693603546770635
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2666,2016-08-05,2670.0,2016-08-11,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,0.00021479226533638318,0.0014516963013402329,-0.0012369040360038497
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2667,2016-08-08,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,1,0.006374668347789658,0.004287411854577261,0.002087256493212397
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2667,2016-08-08,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,2,0.00421405137537989,0.004973302508171962,-0.0007592511327920715
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2667,2016-08-08,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,3,0.007563356974042534,0.00926050426759284,-0.0016971472935503051
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2667,2016-08-08,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,4,0.0034574861436089677,0.0036870299295956865,-0.00022954378598671887
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2667,2016-08-08,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,5,0.005293960671381992,0.005488035641102673,-0.00019407496972068117
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2667,2016-08-08,2670.0,2016-08-11,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,1,-0.002146930999323504,0.0006829625120243765,-0.0028298935113478807
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2667,2016-08-08,2670.0,2016-08-11,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,0.0011811591285424416,0.004951861742279462,-0.0037707026137370203
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2667,2016-08-08,2670.0,2016-08-11,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,-0.0028987039280011784,-0.0005978188294453179,-0.0023008850985558604
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2667,2016-08-08,2670.0,2016-08-11,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,-0.0010738621612782495,0.001195498193398814,-0.0022693603546770635
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2667,2016-08-08,2670.0,2016-08-11,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,0.00021479226533638318,0.0014516963013402329,-0.0012369040360038497
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2668,2016-08-09,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,1,0.006374668347789658,0.004287411854577261,0.002087256493212397
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2668,2016-08-09,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,2,0.00421405137537989,0.004973302508171962,-0.0007592511327920715
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2668,2016-08-09,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,3,0.007563356974042534,0.00926050426759284,-0.0016971472935503051
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2668,2016-08-09,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,4,0.0034574861436089677,0.0036870299295956865,-0.00022954378598671887
S2,rolling divergence,60,QQQ,DIA,SPY,T1,relative-strength turn,2668,2016-08-09,2669.0,2016-08-10,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,5,0.005293960671381992,0.005488035641102673,-0.00019407496972068117
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2668,2016-08-09,2670.0,2016-08-11,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,1,-0.002146930999323504,0.0006829625120243765,-0.0028298935113478807
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2668,2016-08-09,2670.0,2016-08-11,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,0.0011811591285424416,0.004951861742279462,-0.0037707026137370203
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2668,2016-08-09,2670.0,2016-08-11,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,-0.0028987039280011784,-0.0005978188294453179,-0.0023008850985558604
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2668,2016-08-09,2670.0,2016-08-11,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,-0.0010738621612782495,0.001195498193398814,-0.0022693603546770635
S2,rolling divergence,60,QQQ,DIA,SPY,T5,gap compression,2668,2016-08-09,2670.0,2016-08-11,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,0.00021479226533638318,0.0014516963013402329,-0.0012369040360038497
S1,same-day strict non-confirmation,60,DIA,QQQ,SPY,T1,relative-strength turn,2737,2016-11-15,2738.0,2016-11-16,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_DIA_leads,DIA leads / QQQ lags,1,0.007270349421212963,0.0016929649294010751,0.0055773844918118876
S1,same-day strict non-confirmation,60,DIA,QQQ,SPY,T1,relative-strength turn,2737,2016-11-15,2738.0,2016-11-16,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_DIA_leads,DIA leads / QQQ lags,2,0.0035069572269958993,6.449390207241557e-05,0.0034424633249234837
S1,same-day strict non-confirmation,60,DIA,QQQ,SPY,T1,relative-strength turn,2737,2016-11-15,2738.0,2016-11-16,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_DIA_leads,DIA leads / QQQ lags,3,0.013942118307526341,0.004734668298828515,0.009207450008697826
S1,same-day strict non-confirmation,60,DIA,QQQ,SPY,T1,relative-strength turn,2737,2016-11-15,2738.0,2016-11-16,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_DIA_leads,DIA leads / QQQ lags,4,0.017021776833707092,0.008342733028172233,0.008679043805534858
S1,same-day strict non-confirmation,60,DIA,QQQ,SPY,T1,relative-strength turn,2737,2016-11-15,2738.0,2016-11-16,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_DIA_leads,DIA leads / QQQ lags,5,0.012915960338151233,0.011367050240264076,0.0015489100978871573
S1,same-day strict non-confirmation,60,DIA,QQQ,SPY,T5,gap compression,2737,2016-11-15,2741.0,2016-11-21,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_DIA_leads,DIA leads / QQQ lags,1,0.003037311963449252,0.003591062240793086,-0.0005537502773438341
S1,same-day strict non-confirmation,60,DIA,QQQ,SPY,T5,gap compression,2737,2016-11-15,2741.0,2016-11-21,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_DIA_leads,DIA leads / QQQ lags,2,-0.0010120478781255882,0.0066011277909472366,-0.007613175669072825
S1,same-day strict non-confirmation,60,DIA,QQQ,SPY,T5,gap compression,2737,2016-11-15,2741.0,2016-11-21,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_DIA_leads,DIA leads / QQQ lags,3,0.0021937096475459494,0.010351021572958086,-0.008157311925412136
S1,same-day strict non-confirmation,60,DIA,QQQ,SPY,T5,gap compression,2737,2016-11-15,2741.0,2016-11-21,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_DIA_leads,DIA leads / QQQ lags,4,-8.411969325161639e-05,0.007604579645994258,-0.007688699339245875
S1,same-day strict non-confirmation,60,DIA,QQQ,SPY,T5,gap compression,2737,2016-11-15,2741.0,2016-11-21,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T5_DIA_leads,DIA leads / QQQ lags,5,0.0033744779888520426,0.009770411568968518,-0.006395933580116475
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2738,2016-11-16,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,1,-0.012106812999304828,0.0010981908619529523,-0.01320500386125778
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2738,2016-11-16,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,2,-0.029173969280118617,0.0037136102811572425,-0.03288757956127586
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2738,2016-11-16,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,3,-0.02724058610134006,0.00287658798963486,-0.03011717409097492
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2738,2016-11-16,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,4,-0.019673768044430218,0.005387271919084391,-0.02506103996351461
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2738,2016-11-16,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,5,-0.017319625561891372,0.006799382041463131,-0.024119007603354503
S2,rolling divergence,60,DIA,QQQ,SPY,T5,gap compression,2738,2016-11-16,2741.0,2016-11-21,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_DIA_leads,DIA leads / QQQ lags,1,0.003037311963449252,0.003591062240793086,-0.0005537502773438341
S2,rolling divergence,60,DIA,QQQ,SPY,T5,gap compression,2738,2016-11-16,2741.0,2016-11-21,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_DIA_leads,DIA leads / QQQ lags,2,-0.0010120478781255882,0.0066011277909472366,-0.007613175669072825
S2,rolling divergence,60,DIA,QQQ,SPY,T5,gap compression,2738,2016-11-16,2741.0,2016-11-21,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_DIA_leads,DIA leads / QQQ lags,3,0.0021937096475459494,0.010351021572958086,-0.008157311925412136
S2,rolling divergence,60,DIA,QQQ,SPY,T5,gap compression,2738,2016-11-16,2741.0,2016-11-21,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_DIA_leads,DIA leads / QQQ lags,4,-8.411969325161639e-05,0.007604579645994258,-0.007688699339245875
S2,rolling divergence,60,DIA,QQQ,SPY,T5,gap compression,2738,2016-11-16,2741.0,2016-11-21,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_DIA_leads,DIA leads / QQQ lags,5,0.0033744779888520426,0.009770411568968518,-0.006395933580116475
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2739,2016-11-17,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,1,-0.012106812999304828,0.0010981908619529523,-0.01320500386125778
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2739,2016-11-17,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,2,-0.029173969280118617,0.0037136102811572425,-0.03288757956127586
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2739,2016-11-17,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,3,-0.02724058610134006,0.00287658798963486,-0.03011717409097492
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2739,2016-11-17,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,4,-0.019673768044430218,0.005387271919084391,-0.02506103996351461
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2739,2016-11-17,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,5,-0.017319625561891372,0.006799382041463131,-0.024119007603354503
S2,rolling divergence,60,DIA,QQQ,SPY,T5,gap compression,2739,2016-11-17,2742.0,2016-11-22,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_DIA_leads,DIA leads / QQQ lags,1,-0.004037097915777665,0.0029992948955057663,-0.007036392811283432
S2,rolling divergence,60,DIA,QQQ,SPY,T5,gap compression,2739,2016-11-17,2742.0,2016-11-22,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_DIA_leads,DIA leads / QQQ lags,2,-0.0008410477913846082,0.006735770760125659,-0.007576818551510267
S2,rolling divergence,60,DIA,QQQ,SPY,T5,gap compression,2739,2016-11-17,2742.0,2016-11-22,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_DIA_leads,DIA leads / QQQ lags,3,-0.0031119796038202585,0.00399915618642499,-0.007111135790245249
S2,rolling divergence,60,DIA,QQQ,SPY,T5,gap compression,2739,2016-11-17,2742.0,2016-11-22,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_DIA_leads,DIA leads / QQQ lags,4,0.0003361450480270367,0.006157238302200829,-0.0058210932541737925
S2,rolling divergence,60,DIA,QQQ,SPY,T5,gap compression,2739,2016-11-17,2742.0,2016-11-22,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_DIA_leads,DIA leads / QQQ lags,5,-0.011774737596514928,0.007262190986992101,-0.01903692858350703
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2741,2016-11-21,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,1,-0.012106812999304828,0.0010981908619529523,-0.01320500386125778
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2741,2016-11-21,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,2,-0.029173969280118617,0.0037136102811572425,-0.03288757956127586
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2741,2016-11-21,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,3,-0.02724058610134006,0.00287658798963486,-0.03011717409097492
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2741,2016-11-21,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,4,-0.019673768044430218,0.005387271919084391,-0.02506103996351461
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2741,2016-11-21,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,5,-0.017319625561891372,0.006799382041463131,-0.024119007603354503
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2742,2016-11-22,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,1,-0.012106812999304828,0.0010981908619529523,-0.01320500386125778
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2742,2016-11-22,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,2,-0.029173969280118617,0.0037136102811572425,-0.03288757956127586
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2742,2016-11-22,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,3,-0.02724058610134006,0.00287658798963486,-0.03011717409097492
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2742,2016-11-22,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,4,-0.019673768044430218,0.005387271919084391,-0.02506103996351461
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2742,2016-11-22,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,5,-0.017319625561891372,0.006799382041463131,-0.024119007603354503
S2,rolling divergence,60,DIA,QQQ,SPY,T1,relative-strength turn,2743,2016-11-23,2746.0,2016-11-29,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,1,-0.012106812999304828,0.0010981908619529523,-0.01320500386125778
